trip_id,start_date,route_id,train_id,direction,current_stop_sequence,current_status,timestamp,stop_id,message_timestamp
110800_2..S01R,20200106,2,02 1828  241/FLA,3,36,1,1578357487,233S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,35,0,1578357498,217N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,32,2,1578357513,229S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,31,1,1578357506,221N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,29,1,1578357470,132S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,28,0,1578357512,225N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,27,2,1578357497,127S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,25,1,1578357467,120N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,25,2,1578357514,120S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,25,2,1578357508,120N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,22,1,1578357490,225S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,17,1,1578357471,230N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,19,1,1578357490,221S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,16,2,1578357511,231N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,15,1,1578357480,217S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,13,1,1578357503,234N,1578359540
116450_2..S01R,20200106,2,02 1924+ 241/FLA,3,10,1,1578357476,212S,1578359540
116500_2..N01R,20200106,2,02 1925  FLA/241,1,9,2,1578357489,238N,1578359540
117150_2..S01R,20200106,2,02 1931+ 241/FLA,3,8,0,1578357512,210S,1578359540
117300_2..N01R,20200106,2,02 1933  FLA/241,1,7,1,1578357440,241N,1578359540
118050_2..N01R,20200106,2,02 1940+ FLA/241,1,2,2,1578357503,246N,1578359540
110700_3..N01R,20200106,3,03 1827  NLT/148,1,34,1,1578357482,301N,1578359540
111150_3..S01R,20200106,3,03 1831+ 148/NLT,3,33,1,1578357241,256S,1578359540
111600_3..N01R,20200106,3,03 1836  NLT/148,1,33,2,1578357514,302N,1578359540
111850_3..S01R,20200106,3,03 1838+ 148/NLT,3,31,1,1578357457,254S,1578359540
112450_3..N01R,20200106,3,03 1844+ NLT/148,1,30,0,1578357514,226N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,28,0,1578357506,251S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,27,2,1578357491,123N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,21,1,1578357485,236S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,25,1,1578357498,128N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,16,1,1578357508,231S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,20,2,1578357513,230N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,13,2,1578357507,228S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,14,2,1578357490,236N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,11,2,1578357509,132S,1578359540
116250_3..N01R,20200106,3,03 1922+ NLT/148,1,11,2,1578357510,239N,1578359540
116800_3..S01R,20200106,3,03 1928  148/NLT,3,8,2,1578357506,123S,1578359540
117050_3..N01R,20200106,3,03 1930+ NLT/148,1,8,2,1578357506,250N,1578359540
117450_3..S01R,20200106,3,03 1934+ 148/NLT,3,3,0,1578357506,224S,1578359540
117950_3..N01R,20200106,3,03 1939+ NLT/148,1,2,2,1578357512,256N,1578359540
111400_4..N06R,20200106,4,04 1834  UTI/WDL,1,26,1,1578357481,405N,1578359540
111850_4..N06R,20200106,4,04 1838+ UTI/WDL,1,23,1,1578357477,408N,1578359540
111850_4..S06R,20200106,4,04 1838+ WDL/UTI,3,27,2,1578357503,239S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,24,2,1578357511,423S,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,20,2,1578357514,411N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,20,2,1578357512,640S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,15,2,1578357509,416N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,20,2,1578357504,640S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,13,2,1578357507,626N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,18,2,1578357508,631S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,17,2,1578357513,629S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,15,2,1578357503,621S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,9,1,1578357448,640N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,12,1,1578357447,414S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,8,1,1578357513,418N,1578359540
116700_4..S06R,20200106,4,04 1927  WDL/UTI,3,8,1,1578357467,410S,1578359540
116800_4..N43R,20200106,4,04 1928  UTI/BUR,1,5,2,1578357506,423N,1578359540
117250_4..S06R,20200106,4,04 1932+ WDL/UTI,3,5,1,1578357492,407S,1578359540
117550_4..N06R,20200106,4,04 1935+ UTI/WDL,1,2,2,1578357506,239N,1578359540
117950_4..N06R,20200106,4,04 1939+ UTI/WDL,1,1,1,1578357480,250N,1578359540
108950_5..N74R,20200106,5X,05 1809+ FLA/DYR,1,29,2,1578357502,501N,1578359540
109650_5..S03R,20200106,5,05 1816+ DYR/FLA,3,35,1,1578357470,246S,1578359540
109850_5..N74R,20200106,5X,05 1818+ FLA/DYR,1,26,1,1578357346,504N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,25,2,1578357506,505N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,31,2,1578357511,242S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,24,1,1578357468,213N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,26,2,1578357506,423S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,24,2,1578357510,213N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,23,2,1578357512,418S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,21,2,1578357511,635S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,21,2,1578357514,416N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,18,2,1578357507,626S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,18,2,1578357513,629N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,16,1,1578357508,416S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,12,1,1578357474,219S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,12,2,1578357511,420N,1578359540
116300_5..N71R,20200106,5,05 1923  FLA/DYR,1,9,2,1578357511,235N,1578359540
116650_5..S07R,20200106,5,05 1926+ DYR/UTI,3,9,0,1578357513,216S,1578359540
117500_5..N71R,20200106,5,05 1935  FLA/DYR,1,4,0,1578357506,244N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,3,2,0,1578357512,502S,1578359540
111600_6..N02R,20200106,6X,06 1836  BBR/PEL,1,29,1,1578357501,601N,1578359540
112000_6..N01R,20200106,6,06 1840  BBR/PEL,1,36,1,1578357481,603N,1578359540
112200_6..S01R,20200106,6,06 1842  PEL/BBR,3,36,1,1578357490,638S,1578359540
112400_6..N02R,20200106,6X,06 1844  BBR/PEL,1,26,0,1578357499,604N,1578359540
112800_6..N03R,20200106,6,06 1848  BBR/177,1,31,1,1578357514,609N,1578359540
113000_6..S01R,20200106,6,06 1850  PEL/BBR,3,29,0,1578357506,631S,1578359540
113550_6..S03R,20200106,6,06 1855+ 177/BBR,3,27,1,1578357453,635S,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,26,1,1578357501,614N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,24,1,1578357493,626S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,22,2,1578357504,613N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,21,1,1578357487,629S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,22,2,1578357509,618N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,20,1,1578357502,622S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,21,2,1578357509,619N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,18,1,1578357480,619S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,16,1,1578357477,624S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,15,1,1578357480,626N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,14,1,1578357470,627N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,12,1,1578357441,613S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,11,1,1578357481,630N,1578359540
116600_6..S01R,20200106,6,06 1926  PEL/BBR,3,11,2,1578357502,612S,1578359540
116750_6..S03R,20200106,6,06 1927+ 177/BBR,3,8,1,1578357509,615S,1578359540
116800_6..N02R,20200106,6X,06 1928  BBR/PEL,1,9,0,1578357513,632N,1578359540
117100_6..S01R,20200106,6,06 1931  PEL/BBR,3,5,1,1578357506,606S,1578359540
117200_6..N01R,20200106,6,06 1932  BBR/PEL,1,6,1,1578357484,635N,1578359540
117600_6..N01R,20200106,6,06 1936  BBR/PEL,1,3,1,1578357495,638N,1578359540
117700_6..S01R,20200106,6,06 1937  PEL/BBR,3,3,1,1578357514,603S,1578359540
118000_6..N02R,20200106,6X,06 1940  BBR/PEL,1,1,1,1578357465,640N,1578359540
117800_GS.N04R,20200106,GS,0S 1938  GCS/TSS,1,2,0,1578357503,902N,1578359540
111000_1..N03R,20200106,1,01 1830  SFT/242,1,37,1,1578356897,103N,1578359540
111400_1..N03R,20200106,1,01 1834  SFT/242,1,36,1,1578356898,104N,1578359540
111800_1..N03R,20200106,1,01 1838  SFT/242,1,35,1,1578357117,106N,1578359540
112250_1..S03R,20200106,1,01 1842+ 242/SFT,3,38,1,1578357511,142S,1578359540
112700_1..S03R,20200106,1,01 1847  242/SFT,3,37,1,1578357531,139S,1578359540
112950_1..S03R,20200106,1,01 1849+ 242/SFT,3,34,1,1578357526,136S,1578359540
113450_1..S03R,20200106,1,01 1854+ 242/SFT,3,32,0,1578357543,134S,1578359540
113600_1..N03R,20200106,1,01 1856  SFT/242,1,30,2,1578357529,111N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,28,1,1578357517,130S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,25,2,1578357543,116N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,25,2,1578357544,127S,1578359540
114650_1..S03R,20200106,1,01 1906+ 242/SFT,3,21,1,1578357542,123S,1578359540
114800_1..N03R,20200106,1,01 1908  SFT/242,1,21,2,1578357527,120N,1578359540
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,19,0,1578357532,121S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,18,2,1578357543,120S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,18,1,1578357508,123N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,15,2,1578357535,117S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,15,1,1578357517,126N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,12,0,1578357542,114S,1578359540
116350_1..N03R,20200106,1,01 1923+ SFT/242,1,14,1,1578357525,127N,1578359540
116700_1..S03R,20200106,1,01 1927  242/SFT,3,10,2,1578357538,112S,1578359540
116800_1..N03R,20200106,1,01 1928  SFT/242,1,10,0,1578357542,131N,1578359540
117250_1..S03R,20200106,1,01 1932+ 242/SFT,3,6,1,1578357515,108S,1578359540
117250_1..N03R,20200106,1,01 1932+ SFT/242,1,6,1,1578357507,135N,1578359540
117700_1..N03R,20200106,1,01 1937  SFT/242,1,3,2,1578357543,138N,1578359540
113000_1..N,20200106,1,=1 1850  SFT/242,1,34,2,1578357542,101N,1578359540
108050_2..S01R,20200106,2,02 1800+ 241/FLA,3,49,2,1578357542,247S,1578359540
108200_2..N01R,20200106,2,02 1802  FLA/241,1,49,2,1578357543,201N,1578359540
108750_2..S01R,20200106,2,02 1807+ 241/FLA,3,47,2,1578357536,245S,1578359540
108750_2..N01R,20200106,2,02 1807+ FLA/241,1,45,1,1578357508,207N,1578359540
109450_2..S01R,20200106,2,02 1814+ 241/FLA,3,45,1,1578357489,243S,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,42,1,1578357519,210N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,40,2,1578357544,212N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,42,2,1578357533,239S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,39,2,1578357525,213N,1578359540
110800_2..S01R,20200106,2,02 1828  241/FLA,3,37,2,1578357536,234S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,35,1,1578357518,217N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,32,0,1578357527,229S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,31,1,1578357506,221N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,30,2,1578357543,137S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,28,1,1578357518,225N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,27,2,1578357518,127S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,26,2,1578357543,227N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,25,2,1578357542,120S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,25,2,1578357534,120N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,23,2,1578357543,226S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,18,0,1578357543,229N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,19,1,1578357490,221S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,16,2,1578357542,231N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,16,0,1578357535,218S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,13,1,1578357503,234N,1578359540
116450_2..S01R,20200106,2,02 1924+ 241/FLA,3,11,2,1578357543,213S,1578359540
116500_2..N01R,20200106,2,02 1925  FLA/241,1,9,0,1578357537,238N,1578359540
117150_2..S01R,20200106,2,02 1931+ 241/FLA,3,8,1,1578357528,210S,1578359540
117300_2..N01R,20200106,2,02 1933  FLA/241,1,7,1,1578357440,241N,1578359540
118050_2..N01R,20200106,2,02 1940+ FLA/241,1,2,2,1578357543,246N,1578359540
110700_3..N01R,20200106,3,03 1827  NLT/148,1,34,1,1578357482,301N,1578359540
111150_3..S01R,20200106,3,03 1831+ 148/NLT,3,33,1,1578357241,256S,1578359540
111600_3..N01R,20200106,3,03 1836  NLT/148,1,33,2,1578357542,302N,1578359540
111850_3..S01R,20200106,3,03 1838+ 148/NLT,3,31,1,1578357457,254S,1578359540
112450_3..N01R,20200106,3,03 1844+ NLT/148,1,30,1,1578357534,226N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,28,1,1578357525,251S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,27,2,1578357537,123N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,22,2,1578357530,237S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,25,1,1578357498,128N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,16,1,1578357508,231S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,20,2,1578357541,230N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,13,1,1578357543,228S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,14,2,1578357527,236N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,11,2,1578357543,132S,1578359540
116250_3..N01R,20200106,3,03 1922+ NLT/148,1,11,0,1578357542,239N,1578359540
116800_3..S01R,20200106,3,03 1928  148/NLT,3,8,0,1578357542,123S,1578359540
117050_3..N01R,20200106,3,03 1930+ NLT/148,1,8,2,1578357543,250N,1578359540
117450_3..S01R,20200106,3,03 1934+ 148/NLT,3,3,1,1578357526,224S,1578359540
117950_3..N01R,20200106,3,03 1939+ NLT/148,1,2,1,1578357542,256N,1578359540
111400_4..N06R,20200106,4,04 1834  UTI/WDL,1,27,2,1578357537,402N,1578359540
111850_4..N06R,20200106,4,04 1838+ UTI/WDL,1,24,0,1578357535,407N,1578359540
111850_4..S06R,20200106,4,04 1838+ WDL/UTI,3,27,1,1578357543,239S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,24,2,1578357543,423S,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,20,1,1578357541,411N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,20,0,1578357544,640S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,15,0,1578357542,416N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,20,2,1578357532,640S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,13,2,1578357543,626N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,18,2,1578357544,631S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,17,2,1578357534,629S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,15,1,1578357541,621S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,10,2,1578357542,635N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,12,1,1578357447,414S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,8,1,1578357513,418N,1578359540
116700_4..S06R,20200106,4,04 1927  WDL/UTI,3,9,0,1578357542,411S,1578359540
116800_4..N43R,20200106,4,04 1928  UTI/BUR,1,5,0,1578357542,423N,1578359540
117250_4..S06R,20200106,4,04 1932+ WDL/UTI,3,6,2,1578357541,408S,1578359540
117550_4..N06R,20200106,4,04 1935+ UTI/WDL,1,2,0,1578357541,239N,1578359540
117950_4..N06R,20200106,4,04 1939+ UTI/WDL,1,1,1,1578357480,250N,1578359540
108950_5..N74R,20200106,5X,05 1809+ FLA/DYR,1,29,1,1578357530,501N,1578359540
109650_5..S03R,20200106,5,05 1816+ DYR/FLA,3,35,1,1578357470,246S,1578359540
109850_5..N74R,20200106,5X,05 1818+ FLA/DYR,1,26,1,1578357346,504N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,25,2,1578357544,505N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,31,1,1578357542,242S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,24,1,1578357468,213N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,26,0,1578357542,423S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,24,2,1578357543,213N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,23,0,1578357531,418S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,21,2,1578357542,635S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,21,2,1578357536,416N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,18,2,1578357536,626S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,18,0,1578357543,629N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,16,1,1578357508,416S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,13,2,1578357543,220S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,12,2,1578357535,420N,1578359540
116300_5..N71R,20200106,5,05 1923  FLA/DYR,1,9,0,1578357541,235N,1578359540
116650_5..S07R,20200106,5,05 1926+ DYR/UTI,3,9,1,1578357520,216S,1578359540
117500_5..N71R,20200106,5,05 1935  FLA/DYR,1,4,1,1578357531,244N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,3,2,1,1578357522,502S,1578359540
111600_6..N02R,20200106,6X,06 1836  BBR/PEL,1,29,1,1578357501,601N,1578359540
112000_6..N01R,20200106,6,06 1840  BBR/PEL,1,37,0,1578357542,602N,1578359540
112200_6..S01R,20200106,6,06 1842  PEL/BBR,3,37,0,1578357542,639S,1578359540
112400_6..N02R,20200106,6X,06 1844  BBR/PEL,1,26,1,1578357531,604N,1578359540
112800_6..N03R,20200106,6,06 1848  BBR/177,1,31,1,1578357514,609N,1578359540
113000_6..S01R,20200106,6,06 1850  PEL/BBR,3,29,1,1578357531,631S,1578359540
113550_6..S03R,20200106,6,06 1855+ 177/BBR,3,28,2,1578357543,636S,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,27,2,1578357528,613N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,25,2,1578357543,627S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,22,2,1578357524,613N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,22,2,1578357537,630S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,22,1,1578357520,618N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,20,1,1578357502,622S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,21,2,1578357538,619N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,19,2,1578357542,621S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,17,0,1578357535,625S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,16,2,1578357544,625N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,15,2,1578357529,626N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,12,1,1578357441,613S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,12,2,1578357543,629N,1578359540
116600_6..S01R,20200106,6,06 1926  PEL/BBR,3,11,2,1578357532,612S,1578359540
116750_6..S03R,20200106,6,06 1927+ 177/BBR,3,8,1,1578357509,615S,1578359540
116800_6..N02R,20200106,6X,06 1928  BBR/PEL,1,9,1,1578357516,632N,1578359540
117100_6..S01R,20200106,6,06 1931  PEL/BBR,3,5,1,1578357506,606S,1578359540
117200_6..N01R,20200106,6,06 1932  BBR/PEL,1,6,1,1578357484,635N,1578359540
117600_6..N01R,20200106,6,06 1936  BBR/PEL,1,4,0,1578357538,637N,1578359540
117700_6..S01R,20200106,6,06 1937  PEL/BBR,3,3,1,1578357514,603S,1578359540
118000_6..N02R,20200106,6X,06 1940  BBR/PEL,1,1,1,1578357465,640N,1578359540
117800_GS.N04R,20200106,GS,0S 1938  GCS/TSS,1,2,0,1578357521,902N,1578359540
111000_1..N03R,20200106,1,01 1830  SFT/242,1,37,1,1578356897,103N,1578359540
111400_1..N03R,20200106,1,01 1834  SFT/242,1,36,1,1578356898,104N,1578359540
111800_1..N03R,20200106,1,01 1838  SFT/242,1,35,1,1578357117,106N,1578359540
112250_1..S03R,20200106,1,01 1842+ 242/SFT,3,38,1,1578357511,142S,1578359540
112700_1..S03R,20200106,1,01 1847  242/SFT,3,37,1,1578357531,139S,1578359540
112950_1..S03R,20200106,1,01 1849+ 242/SFT,3,35,2,1578357564,137S,1578359540
113450_1..S03R,20200106,1,01 1854+ 242/SFT,3,32,1,1578357562,134S,1578359540
113600_1..N03R,20200106,1,01 1856  SFT/242,1,30,2,1578357571,111N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,29,2,1578357571,131S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,25,0,1578357571,116N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,25,2,1578357544,127S,1578359540
114650_1..S03R,20200106,1,01 1906+ 242/SFT,3,21,1,1578357542,123S,1578359540
114800_1..N03R,20200106,1,01 1908  SFT/242,1,21,1,1578357572,120N,1578359540
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,19,1,1578357552,121S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,18,1,1578357563,120S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,19,2,1578357564,122N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,15,2,1578357571,117S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,16,2,1578357562,125N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,12,1,1578357549,114S,1578359540
116350_1..N03R,20200106,1,01 1923+ SFT/242,1,14,1,1578357525,127N,1578359540
116700_1..S03R,20200106,1,01 1927  242/SFT,3,10,1,1578357574,112S,1578359540
116800_1..N03R,20200106,1,01 1928  SFT/242,1,10,1,1578357556,131N,1578359540
117250_1..S03R,20200106,1,01 1932+ 242/SFT,3,7,2,1578357572,109S,1578359540
117250_1..N03R,20200106,1,01 1932+ SFT/242,1,7,2,1578357565,134N,1578359540
117700_1..N03R,20200106,1,01 1937  SFT/242,1,3,1,1578357569,138N,1578359540
118150_1..S03R,20200106,1,01 1941+ 242/SFT,3,2,2,1578357572,103S,1578359540
113000_1..N,20200106,1,=1 1850  SFT/242,1,34,0,1578357574,101N,1578359540
